date,chlorophyll,DO,pH,FDOM,rainfall,salinity,temperature,turbidity,meanstage
2/11/2011,8.727,6.963,8.637,null,0,12.302,24.02,null,-1.271
2/12/2011,9.831,8.675,8.548,null,0.13,10.79,15.717,null,-1.714
2/13/2011,null,8.576,8.6,null,0,10.597,15.796,null,-1.906
2/14/2011,8.43,8.211,8.613,null,0,11.157,18.701,null,-1.856
2/15/2011,7.606,9.523,8.603,null,0,11.201,19.213,null,-1.783
2/16/2011,6.788,8.076,8.782,null,0,12.421,20.218,null,-1.522
2/17/2011,6.044,7.452,9.042,null,0.01,14.821,21.677,null,-1.221
2/18/2011,4.983,6.628,8.913,null,0,21.223,22.826,null,-0.997
2/19/2011,4.267,5.749,8.808,null,0,24.649,22.624,null,-1.051
2/20/2011,3.807,5.668,8.724,null,0,26.887,22.733,null,-1.067
2/21/2011,3.192,7.774,8.891,null,0,28.664,23.887,null,-0.727
2/22/2011,4.31,6.787,8.765,null,0,27.072,25.335,null,-0.724
2/23/2011,5.339,5.625,8.723,null,0,26.602,26.358,null,-0.986
2/24/2011,4.42,5.707,8.676,null,0,26.882,25.39,null,-1.046
2/25/2011,3.773,7.447,8.768,null,0,29.831,24.556,null,-0.708
2/26/2011,3.977,8.131,8.762,null,0,28.921,25.535,null,-0.889
2/27/2011,4.271,7.337,8.786,null,0,28.501,25.523,null,-0.877
2/28/2011,3.967,7.492,8.762,null,0,30.919,25.189,null,-0.709
3/1/2011,4.149,7.581,8.752,null,0.01,31.848,26.02,null,-0.757
3/2/2011,6.75,6.454,8.709,null,0,27.73,24.383,null,-1.255
3/3/2011,null,6.199,8.711,null,0,23.302,21.342,null,-1.568
3/4/2011,null,6.733,8.773,null,0,30.1,21.26,null,-1.473
3/5/2011,null,6.442,8.961,null,0,34.221,22.244,null,-1.213
3/6/2011,null,5.927,8.972,null,0,36.215,24.457,null,-0.726
3/7/2011,null,6.503,8.801,null,0,34.721,24.145,null,-0.975
3/8/2011,null,6.549,8.831,null,0,35.905,24.353,null,-0.878
3/9/2011,null,7.264,8.797,null,0.01,36.728,25.059,null,-0.756
3/10/2011,null,6.307,8.72,null,0.27,36.268,24.381,null,-0.708
3/11/2011,null,10.102,8.765,null,0,33.924,20.415,null,-1.226
3/12/2011,null,9.152,8.707,null,0,32.102,18.951,null,-1.415
3/13/2011,null,8.696,8.798,null,0,34.888,20.863,null,-1.336
3/14/2011,null,6.823,8.849,null,0,36.767,22.059,null,-1.318
3/15/2011,null,5.857,8.903,null,0,38.246,23.18,null,-1.232
3/16/2011,null,5.67,8.884,null,0,38.736,24.583,null,-1.076
3/17/2011,null,3.974,8.751,null,0,39.554,24.604,null,-1.096
3/18/2011,null,4.226,8.696,null,0,40.19,23.863,null,-1.153
3/19/2011,null,4.529,8.747,null,0,40.741,23.205,null,-1.121
3/20/2011,null,3.926,8.791,null,0,40.895,23.453,null,-1.099
3/21/2011,null,3.69,8.792,null,0,41.013,23.92,null,-1.184
3/22/2011,null,4.203,8.903,null,0,41.267,23.742,null,-1.209
3/23/2011,null,5.279,8.946,null,0,41.346,25.472,null,-0.941
3/24/2011,null,4.553,8.813,null,0,41.843,26.181,null,-0.818
3/25/2011,null,3.409,8.688,null,0,42.17,26.549,null,-0.885
3/26/2011,null,3.903,8.601,null,0,42.67,27.418,null,-0.906
3/27/2011,null,4.095,8.595,null,0,43.774,27.629,null,-0.618
3/28/2011,null,5.295,8.596,null,1.35,44.423,28.502,null,-0.704
3/29/2011,null,5.284,8.367,null,0.09,39.785,26.51,null,-0.978
3/30/2011,null,4.291,8.553,null,0.02,43.004,27.96,null,-0.622
3/31/2011,null,3.752,8.56,null,0,42.895,28.136,null,-0.435
4/1/2011,null,3.332,8.512,null,0,42.337,27.453,null,-0.445
4/2/2011,null,1.834,8.407,null,0,42.144,26.979,null,-0.856
4/3/2011,null,3.129,8.353,null,0,43.086,28.04,null,-0.999
4/4/2011,null,5.356,8.489,null,0,43.38,27.464,null,-0.874
4/5/2011,null,3.701,8.61,null,0.16,43.349,27.003,null,-0.499
4/6/2011,null,4.681,8.422,null,0,43.327,25.744,null,-1.018
4/7/2011,null,4.527,8.386,null,0,43.072,27.047,null,-1.022
4/8/2011,null,3.576,8.616,null,0,43.061,28.034,null,-0.937
4/9/2011,null,3.134,8.601,null,0,43.773,28.221,null,-0.933
4/10/2011,null,1.807,8.534,null,0,44.291,28.686,null,-0.875
4/11/2011,null,1.068,8.568,null,0,45.158,28.877,null,-0.744
4/12/2011,null,1.708,8.49,null,0,45.479,29.05,null,-0.606
4/13/2011,null,1.672,8.372,null,0.18,45.639,28.852,null,-0.665
4/14/2011,null,2.326,8.432,null,0,45.882,27.335,null,-0.701
4/15/2011,1.174,5.66,8.289,null,0,46.475,28.315,null,-0.496
4/16/2011,1.16,7.302,8.238,null,0,45.825,29.148,null,-0.307
4/17/2011,1.258,6.074,8.194,null,0,46.131,29.87,null,-0.413
4/18/2011,1.167,6.019,8.192,null,0,46.509,29.301,null,-0.502
4/19/2011,1.175,6.512,8.275,null,0,46.3,29.029,null,-0.503
4/20/2011,1.316,6.982,8.303,null,0,47.23,28.303,null,-0.671
4/21/2011,1.22,7.024,8.233,null,0,48.621,27.461,null,-0.926
4/22/2011,1.246,7.535,8.402,null,0,49.331,26.936,null,-1.083
4/23/2011,1.377,7.418,8.486,null,0,49.172,27.136,null,-1.07
4/24/2011,1.484,7.085,8.39,null,0,49.324,27.604,null,-1.063
4/25/2011,1.876,6.188,null,null,0,49.619,28.307,null,-1.117
4/26/2011,2.477,5.991,null,null,0,49.935,29.32,null,-0.863
4/27/2011,2.666,6.423,null,null,0,49.701,29.547,null,-0.488
4/28/2011,2.428,5.662,null,null,0,50.708,29.731,null,-0.559
4/29/2011,1.425,5.032,null,null,0,51.473,30.42,null,-0.731
4/30/2011,1.569,3.784,null,null,0,52.128,28.787,null,-0.833
5/1/2011,1.549,5.675,null,null,0,52.98,27.788,null,-1.056
5/2/2011,null,6.454,null,null,0,53.932,27.767,null,-1.144
5/3/2011,null,6.065,null,null,0,53.658,27.911,null,-1.18
5/4/2011,null,5.444,null,null,0,53.643,28.321,null,-1.057
5/5/2011,null,4.911,null,null,0,54.947,27.411,null,-1.027
5/6/2011,null,5.457,null,null,0,55.644,28.057,null,-0.966
5/7/2011,null,5.569,null,null,0,55.467,29.202,null,-0.789
5/8/2011,null,5.295,null,null,0.24,55.039,30.014,null,-0.718
5/9/2011,null,5.468,null,null,0,54.812,29.377,null,-0.761
5/10/2011,null,5.085,null,null,0,55.258,29.637,null,-0.827
5/11/2011,null,5.758,null,null,0,54.959,30.262,null,-0.711
5/12/2011,null,4.448,null,null,1.12,54.589,29.321,null,-0.722
5/13/2011,null,5.054,null,null,0,53.152,28.318,null,-0.637
5/14/2011,null,5.876,null,null,0,53.764,29.214,null,-0.274
5/15/2011,null,5.472,null,null,0.22,53.971,27.797,null,-0.071
5/16/2011,0.198,5.864,8.693,null,0,47.188,27.519,null,-0.142
5/17/2011,0.222,5.949,8.689,null,0,43.883,27.497,null,-0.047
5/18/2011,0.296,6.043,8.696,null,0,46.424,28.764,null,-0.232
5/19/2011,0.344,6.316,8.636,null,0,46.739,30.309,null,-0.419
5/20/2011,0.455,6.001,8.596,null,0,47.483,31.178,null,-0.466
5/21/2011,0.51,6.24,8.609,null,0,48.408,30.777,null,-0.588
5/22/2011,0.597,5.986,8.588,null,0,49.006,30.344,null,-0.713
5/23/2011,0.661,5.829,8.635,null,0,49.782,28.627,null,-0.843
5/24/2011,0.734,6.131,8.657,null,0,49.836,27.919,null,-0.967
5/25/2011,0.735,5.798,8.681,null,0,48.723,28.352,null,-0.983
5/26/2011,0.713,5.486,8.716,null,0.01,48.99,28.481,null,-0.735
5/27/2011,0.838,5.232,8.661,null,0,50.109,29.541,null,-0.676
5/28/2011,0.991,5.109,8.576,null,0,51.838,29.675,null,-0.708
5/29/2011,1.021,5.19,8.576,null,0,52.79,28.923,null,-0.83
5/30/2011,1.046,5.586,8.619,null,0,52.931,27.971,null,-1.016
5/31/2011,1.181,5.902,8.537,null,0.12,54.592,27.635,null,-1.238
6/1/2011,1.371,5.969,8.581,null,0,56.181,27.792,null,-1.332
6/2/2011,1.851,5.534,8.621,null,0,54.426,28.312,null,-1.299
6/3/2011,2.066,5.155,8.612,null,0,56.112,28.053,null,-1.359
6/4/2011,null,4.981,8.603,null,0,55.918,27.932,null,-1.357
6/5/2011,null,5.538,8.616,null,0,55.469,28.35,null,-1.29
6/6/2011,null,5.253,8.748,null,0,54.912,29.075,null,-1.031
6/7/2011,null,5.631,8.881,null,0,55.851,29.183,null,-0.679
6/8/2011,null,5.758,8.879,null,0,55.289,28.339,null,-0.76
6/9/2011,null,5.464,8.846,null,0,56.336,27.414,null,-0.85
6/10/2011,null,5.675,8.85,null,0,57.392,28.075,null,-0.837
6/11/2011,null,5.438,8.806,null,0,59.233,29.185,null,-0.703
6/12/2011,null,6.074,8.868,null,0,59.658,31.095,null,-0.365
6/13/2011,0.874,5.504,8.815,null,0,59.347,31.863,null,-0.27
6/14/2011,1.022,5.024,8.752,null,0.02,59.667,32.416,null,-0.287
6/15/2011,0.982,4.943,8.73,null,0,59.916,31.343,null,-0.311
6/16/2011,0.972,5.666,8.75,null,0,60.312,30.867,null,-0.315
6/17/2011,0.913,5.778,8.756,null,0,60.758,31.656,null,-0.203
6/18/2011,0.991,5.569,8.725,null,0,62.021,31.805,null,-0.267
6/19/2011,0.885,5.393,8.681,null,0,63.218,31.686,null,-0.465
6/20/2011,1.004,5.67,8.589,null,0.45,63.53,31.052,null,-0.486
6/21/2011,1.155,5.966,8.586,null,0.02,62.972,30.82,null,-0.517
6/22/2011,1.185,6.252,8.643,null,0,62.39,31.496,null,-0.493
6/23/2011,0.977,5.821,null,null,0,61.303,31.45,null,-0.395
6/24/2011,1.073,5.723,null,null,1.3,60.173,31.317,null,-0.378
6/25/2011,0.731,5.568,null,null,0.01,57.825,30.66,null,-0.395
6/26/2011,1.206,6.229,null,null,0.08,56.669,31.351,null,-0.294
6/27/2011,0.99,5.289,null,null,0,55.736,30.815,null,-0.387
6/28/2011,1.353,5.495,null,null,0.7,58.772,29.017,null,-0.507
6/29/2011,1.173,5.987,null,null,0.7,56.93,28.392,null,-0.487
6/30/2011,1.178,6.34,null,null,0,55.749,28.332,null,-0.484
7/1/2011,1.236,6.399,null,null,0,56.029,30.121,null,-0.42
7/2/2011,1.296,6.657,null,null,0.11,56.204,29.822,null,-0.441
7/3/2011,0.838,7.008,null,null,0,55.842,30.061,null,-0.444
7/4/2011,0.821,6.443,null,null,0.02,55.372,29.991,null,-0.357
7/5/2011,0.846,6.443,null,null,0,53.019,29.961,null,-0.473
7/6/2011,0.896,4.803,null,null,2.04,54.118,29.363,null,-0.372
7/7/2011,0.875,5.006,null,null,2.72,50.743,27.808,null,-0.058
7/8/2011,0.827,6.648,null,null,0,45.704,27.975,null,-0.124
7/9/2011,1.242,6.814,null,null,0,44.069,31.587,null,-0.3
7/10/2011,1.758,7.142,null,null,0,42.021,34.154,null,-0.436
7/11/2011,2.737,6.297,null,null,0.18,39.034,33.515,null,-0.474
7/12/2011,3.02,5.575,null,null,0,38.183,33.752,null,-0.503
7/13/2011,2.594,7.636,null,null,0,37.081,32.807,null,-0.467
7/14/2011,2.038,7.694,null,null,0,37.796,33.233,null,-0.383
7/15/2011,1.763,5.824,null,null,0.17,38.763,32.877,null,-0.318
7/16/2011,1.774,5.943,null,null,0.17,38.823,32.456,null,-0.293
7/17/2011,1.915,null,8.591,null,0.01,37.258,32.32,null,-0.28
7/18/2011,1.887,null,8.461,null,0,37.62,32.63,null,-0.326
7/19/2011,1.761,null,8.54,null,0.01,37.746,32.653,null,-0.333
7/20/2011,2.12,null,8.497,null,0.01,37.661,33.556,null,-0.301
7/21/2011,2.379,null,8.473,null,0,37.009,33.534,null,-0.385
7/22/2011,2.487,null,8.49,null,0,37.473,32.788,null,-0.402
7/23/2011,1.855,null,8.53,null,0,38.828,32.201,null,-0.542
7/24/2011,2.078,null,8.658,null,0,39.562,32.169,null,-0.597
7/25/2011,1.778,null,8.632,null,0,40.4,32.216,null,-0.62
7/26/2011,1.962,null,8.696,null,0.08,38.458,31.488,null,-0.311
7/27/2011,1.79,null,8.757,null,0,38.769,30.796,null,-0.262
7/28/2011,1.625,null,8.707,null,0.03,39.364,30.858,null,-0.359
7/29/2011,1.516,null,8.721,null,0.04,39.607,31.179,null,-0.47
7/30/2011,1.637,null,8.733,null,0.06,39.991,31.354,null,-0.523
7/31/2011,1.672,null,8.755,null,0.07,40.107,32.043,null,-0.335
8/1/2011,1.625,null,8.735,null,0,40.8,32.773,null,-0.245
8/2/2011,1.907,null,8.65,null,0,41.673,32.878,null,-0.228
8/3/2011,1.577,5.175,8.607,null,0,40.994,33.036,null,-0.155
8/4/2011,1.802,5.81,8.661,null,0,42.358,33.294,null,-0.145
8/5/2011,1.989,5.613,8.63,null,0,42.974,32.418,null,-0.335
8/6/2011,1.861,5.528,8.556,null,0.02,43.33,31.791,null,-0.406
8/7/2011,2.485,5.823,8.612,null,0.01,43.429,31.75,null,-0.368
8/8/2011,2.366,4.743,8.537,null,0.44,43.095,29.986,null,-0.384
8/9/2011,2.124,6.849,8.575,null,0,43.552,29.938,null,-0.411
8/10/2011,2.201,7.438,8.651,null,0.1,44.437,30.404,null,-0.419
8/11/2011,2.311,6.058,8.652,null,0.11,44.521,29.768,null,-0.39
8/12/2011,2.038,6.248,8.632,null,0,43.722,30.446,null,-0.376
8/13/2011,2.095,7.084,8.664,null,0,43.23,32.172,null,-0.352
8/14/2011,2.135,6.409,8.671,null,0,43.693,32.934,null,-0.386
8/15/2011,2.119,6.08,8.665,null,0.24,42.498,32.739,null,-0.27
8/16/2011,2.204,5.933,8.675,null,0,41.797,32.117,null,-0.202
8/17/2011,2.939,6.389,8.717,null,0,41.315,32.403,null,-0.221
8/18/2011,8.805,6.571,8.759,null,0.04,41.655,32.033,null,-0.202
8/19/2011,5.208,5.51,8.754,null,1.49,39.087,29.885,null,-0.059
8/20/2011,3.19,6.314,8.765,null,0.08,37.969,30.052,null,-0.086
8/21/2011,4.649,7.101,8.816,null,0,38.584,31.854,null,-0.219
8/22/2011,8.634,5.842,8.765,null,0.26,38.661,31.773,null,-0.287
8/23/2011,11.343,4.769,8.615,null,1.81,38.108,30.534,null,-0.215
8/24/2011,7.566,6.494,8.624,null,0,37.082,29.797,null,-0.214
8/25/2011,11.313,6.851,8.594,null,0.04,38.177,29.485,null,-0.511
8/26/2011,null,6.267,8.842,null,0,37.488,30.113,null,0.134
8/27/2011,null,6.387,8.942,null,0.39,37.333,30.836,null,0.272
8/28/2011,null,5.988,9.002,null,0.14,37.503,30.461,null,0.341
8/29/2011,null,5.886,8.975,null,0.08,38.113,29.85,null,0.356
8/30/2011,0.946,6.16,8.881,null,0.61,38.18,29.478,null,0.199
8/31/2011,0.907,6.44,null,null,0,37.807,29.67,null,0.001
9/1/2011,1.359,6.527,null,null,0,38.134,30.022,null,-0.082
9/2/2011,1.395,6.973,null,null,0,38.376,29.902,null,-0.189
9/3/2011,1.332,7.899,null,null,0,38.766,30.884,null,-0.065
9/4/2011,1.275,7.833,null,null,0.05,38.571,30.847,null,0.007
9/5/2011,1.125,7.691,null,null,0,38.696,30.878,null,0.105
9/6/2011,0.858,7.244,null,null,0.02,39.043,31.079,null,0.151
9/7/2011,1.333,6.086,null,null,0,39.243,31.588,null,-0.078
9/8/2011,1.875,6.507,null,null,0,39.501,31.978,null,-0.162
9/9/2011,1.904,6.756,null,null,0,39.451,32.782,null,-0.245
9/10/2011,2.092,6.379,null,null,0,40.654,32.738,null,-0.302
9/11/2011,3.007,7.517,null,null,0,41.675,31.818,null,-0.416
9/12/2011,3.648,7.622,null,null,0.58,41.982,31.023,null,-0.342
9/13/2011,8.569,7.856,null,null,0.53,42.179,31.028,null,-0.367
9/14/2011,8.568,9.027,8.323,null,0,41.484,30.655,null,-0.356
9/15/2011,4.747,9.15,8.356,null,0,41.554,31.044,null,-0.257
9/16/2011,3.684,9.014,8.42,null,0,41.039,31.036,null,-0.242
9/17/2011,4.296,8.35,8.432,null,0,41.716,30.474,null,-0.368
9/18/2011,3.384,8.176,8.453,null,0,41.826,30.351,null,-0.426
9/19/2011,2.457,8.061,8.493,null,0,41.744,30.562,null,-0.403
9/20/2011,2.033,7.704,8.591,null,0.12,41.403,30.523,null,-0.303
9/21/2011,1.959,6.852,8.651,null,0.07,41.444,30.142,null,-0.226
9/22/2011,1.759,5.561,8.674,null,0.55,40.92,29.253,null,-0.091
9/23/2011,1.766,6.367,8.66,null,0.2,40.586,30.144,null,-0.013
9/24/2011,1.833,5.812,8.613,null,0.22,40.45,31.038,null,-0.069
9/25/2011,2.126,6.171,8.608,null,1.54,39.644,30.598,null,0.029
9/26/2011,1.979,5.265,8.592,null,0.02,38.416,28.506,null,0.194
9/27/2011,4.029,6.699,8.395,null,0.11,37.234,29.065,null,0.07
9/28/2011,5.131,8.649,8.423,null,0,36.75,30.743,null,0.011
9/29/2011,4.446,3.337,8.201,null,0.64,35.171,31.669,1.835,-0.018
9/30/2011,null,null,null,null,0,33.993,31.188,null,-0.084
10/1/2011,null,null,null,null,0,33.425,31.538,null,-0.21
10/2/2011,null,null,null,null,0.47,31.31,29.548,null,-0.393
10/3/2011,null,null,null,null,0,31.592,28.455,null,-0.429
10/4/2011,null,null,null,null,0,32.021,27.293,null,-0.727
10/5/2011,null,null,null,null,0,31.011,26.791,null,-0.889
10/6/2011,null,null,null,null,0,30.464,26.504,null,-0.926
10/7/2011,null,null,null,null,0,31.153,26.735,null,-0.737
10/8/2011,null,null,null,null,0.45,32.472,25.92,null,-0.639
10/9/2011,null,null,null,null,0,36.885,26.628,null,-0.272
10/10/2011,null,null,null,null,0,38.77,28.666,null,0.077
10/11/2011,null,null,null,null,0,38.766,29.828,null,0.128
10/12/2011,null,null,null,null,0,38.08,31.685,null,0.084
10/13/2011,null,null,null,null,0,36.435,31.73,null,0.119
10/14/2011,5.039,8.78,8.552,null,0,35.039,29.973,null,0.02
10/15/2011,4.981,4.694,8.386,null,0.4,35.186,26.917,null,-0.23
10/16/2011,4.822,5.444,8.131,null,1.54,33.978,24.942,null,-0.357
10/17/2011,5.479,4.589,7.995,null,1.99,31.114,24.491,null,-0.342
10/18/2011,8.151,3.208,7.88,null,1.91,27.465,25.011,null,0.05
10/19/2011,6.346,5.393,7.821,null,0.57,28.434,25.102,null,0.73
10/20/2011,7.119,7.09,7.973,null,0,25.85,24.409,null,-0.056
10/21/2011,11.558,9.324,8.101,null,0,20.515,23.5,null,-0.687
10/22/2011,19.801,10.364,8.073,null,0,16.063,22.867,null,-0.912
10/23/2011,19.599,7.872,8.048,null,0.01,15.783,23.587,null,-0.749
10/24/2011,20.77,8.568,8.046,null,0,15.877,24.581,null,-0.681
10/25/2011,20.34,8.642,8.145,null,0,15.94,23.804,null,-0.766
10/26/2011,19.901,9.151,8.371,null,0,16.264,24.89,null,-0.622
10/27/2011,14.587,7.468,8.345,null,0,19.007,26.131,null,-0.322
10/28/2011,10.257,7.497,8.473,null,0.68,20.494,27.264,null,-0.104
10/29/2011,9.456,6.806,8.477,null,0.23,21.177,27.629,null,0.222
10/30/2011,10.603,6.895,8.302,null,0,19.146,26.36,null,-0.451
10/31/2011,15.02,6.14,8.101,null,0.78,17.644,25.996,null,-0.374
11/1/2011,17.37,8.504,8.031,null,0,15.044,25.285,null,-0.819
11/2/2011,15.689,8.341,8.238,null,0.03,15.258,24.664,null,-1.001
11/3/2011,14.599,8.48,8.436,null,0,15.737,23.904,null,-0.874
11/4/2011,11.874,8.684,8.498,null,0,16.222,24.755,8,-0.496
11/5/2011,8.599,9.912,8.585,null,0,16.428,21.88,6.646,-0.68
11/6/2011,7.394,10.012,8.649,null,0,16.408,23.145,7.645,-0.692
11/7/2011,8.212,8.643,8.6,null,0,16.687,23.489,8.632,-0.582
11/8/2011,5.153,7.644,8.629,null,0,19.699,23.701,5.794,-0.325
11/9/2011,3.635,8.353,8.716,null,0,23.479,23.96,4.873,-0.094
11/10/2011,3.486,8.771,8.756,null,0,22.881,24.091,3.545,0.051
11/11/2011,3.168,8.613,8.89,null,0,20.351,22.57,3.315,-0.238
11/12/2011,2.989,8.608,8.987,null,0,18.464,20.86,3.369,-0.591
11/13/2011,2.398,8.862,8.835,null,0,22.232,21.922,3.258,-0.457
11/14/2011,1.548,8.363,8.758,null,0,27.074,23.833,1.685,-0.267
11/15/2011,1.228,7.276,8.664,null,0,29.368,26.395,2.074,-0.077
11/16/2011,1.269,8.528,8.748,null,0.01,29.009,27.348,null,-0.086
11/17/2011,1.471,8.139,8.736,null,0,29.231,28.188,null,-0.212
11/18/2011,2.233,5.926,8.606,null,0.51,27.736,27.992,null,-0.513
11/19/2011,3.209,5.597,8.448,null,0.08,25.483,26.022,null,-0.585
11/20/2011,2.567,7.065,8.563,null,0.03,26.472,26.072,null,-0.613
11/21/2011,2.454,6.843,8.541,null,0,27.905,26.925,null,-0.519
11/22/2011,2.539,5.819,8.502,null,0,27.571,26.692,null,-0.401
11/23/2011,2.321,8.418,8.641,null,0,28.786,27.135,null,-0.34
11/24/2011,2.945,8.302,8.689,null,0.15,27.183,26.799,null,-0.487
11/25/2011,3.813,6.888,8.616,null,0,24.984,23.907,null,-0.701
11/26/2011,3.401,8.347,8.764,null,0,26.582,23.222,null,-0.688
11/27/2011,2.062,7.984,8.864,null,0,29.559,23.451,null,-0.539
11/28/2011,1.529,8.109,8.937,null,0,31.119,24.411,null,-0.203
11/29/2011,1.966,8.582,8.929,null,0,28.955,23.482,null,-0.546
11/30/2011,2.737,8.098,8.872,null,0,26.845,22.567,6.34,-0.595
12/1/2011,4.704,10.855,8.757,null,0,22.275,19.749,9.906,-0.807
12/2/2011,5.202,11.571,8.731,null,0,20.389,20.218,11.617,-0.938
12/3/2011,5.788,10.311,8.779,null,0,19.796,20.233,9.401,-1.032
12/4/2011,5.534,9.467,8.857,null,0,20.401,21.873,13.717,-0.966
12/5/2011,3.32,8.478,8.884,null,0.13,26.376,23.47,8.148,-0.836
12/6/2011,1.988,7.878,8.848,null,0,30.345,23.812,6.469,-0.736
12/7/2011,1.789,8.082,8.812,null,0.05,31.068,24.431,5.362,-0.72
12/8/2011,4.096,9.963,8.685,null,0,25.094,21.456,15.606,-0.932
12/9/2011,4.081,9.514,8.766,null,0.05,25.458,22.087,11.787,-0.778
12/10/2011,3.099,8.265,8.816,null,0.04,26.801,24.194,8.041,-0.661
12/11/2011,2.608,8.064,8.821,null,0,28.424,24.424,4.935,-0.678
12/12/2011,1.948,7.207,8.837,null,0.04,30.729,24.035,2.129,-0.609
12/13/2011,1.776,7.387,8.822,null,0.1,30.665,24.012,1.89,-0.653
12/14/2011,1.608,7.75,8.844,null,0,30.844,22.616,2.544,-0.802
12/15/2011,1.229,7.71,8.831,null,0,33.599,21.809,1.593,-0.749
12/16/2011,1.058,7.489,8.829,null,0,34.653,22.838,1.496,-0.485
12/17/2011,1.045,8.491,8.684,null,0.02,36.03,24.579,1.877,-0.419
12/18/2011,1.476,8.865,8.683,null,0,34.124,24.695,4.54,-0.621
12/19/2011,1.736,9.268,8.883,null,0,32.97,21.861,3.723,-0.784
12/20/2011,1.55,8.424,8.936,null,0,33.233,21.828,2.23,-0.534
12/21/2011,1.456,8.544,8.99,null,0,34.126,22.512,1.692,-0.342
12/22/2011,1.511,9.191,8.896,null,0,35.929,23.873,1.562,-0.334
12/23/2011,2.104,9,8.891,null,0,36.354,25.072,2.27,-0.368
12/24/2011,2.49,8.685,8.895,null,0,36.798,25.423,4.082,-0.54
12/25/2011,null,7.704,8.878,null,0,37.544,24.946,3.359,-0.653
12/26/2011,null,8.426,8.866,null,0,37.272,25.295,2.994,-0.548
12/27/2011,null,7.952,8.936,null,0,37.104,24.684,0.966,-0.2
12/28/2011,null,8.896,9.01,null,0,37.075,22.031,0.879,-0.666
12/29/2011,null,10.744,9.056,null,0,36.758,19.489,2.498,-0.781
12/30/2011,null,9.03,8.987,null,0,36.143,20.694,3.123,-0.782
12/31/2011,null,11.826,9.065,null,0,35.25,22.64,4.677,-0.785
1/1/2012,null,11.884,9.08,null,0,34.202,24.569,6.077,-0.908
1/2/2012,null,8.433,8.883,null,0,32.179,24.365,10.347,-1.06
1/3/2012,null,10.07,8.852,null,0.01,24.409,15.281,17.95,-1.444
1/4/2012,null,10.996,8.953,null,0,23.654,12.887,18.035,-1.591
1/5/2012,null,11.722,8.892,null,0,22.166,15.613,19.135,-1.596
1/6/2012,null,12.727,9.085,null,0,22.359,16.433,19.11,-1.317
1/7/2012,null,12.179,9.12,null,0,24.256,18.782,11.406,-1.106
