Project Code,Station ID,Sample ID,Collection_Date,Sample Type New,Collection Method,Matrix,Test Number,Test Name,Storet Code,Value,Sigfig Value,Units
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,20,AMMONIA-N,,0.009,0.01,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,19,NITRITE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,12,TURBIDITY,,0.335,0.3,NTU
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,8,DISSOLVED OXYGEN,,4.7,4.7,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,7,Temperature,,31.3,31.3,Deg C
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.663,1.7,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,98,SALINITY,,47,47,PSU
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,78,NITRATE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,0.17,0.2,ug/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,23.08,23.1,mg/L
FLAB,FLAB12,FIU14465,7/15/1991,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.028,0.028,mg/L
FLAB,FLAB12,FIU14466,7/16/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,0.21,0.2,ug/L
FLAB,FLAB12,FIU14467,8/6/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,1.22,1.2,ug/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,20,AMMONIA-N,,0.017,0.02,mg/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,19,NITRITE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,12,TURBIDITY,,0.635,0.6,NTU
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.3,5.3,mg/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,7,Temperature,,31.5,31.5,Deg C
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,18.143,18.1,mg/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,98,SALINITY,,48.8,48.8,PSU
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,0.94,0.9,ug/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.023,0.023,mg/L
FLAB,FLAB12,FIU14468,8/15/1991,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.17,1.2,mg/L
FLAB,FLAB12,FIU14469,9/11/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,2.28,2.3,ug/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,12,TURBIDITY,,1.09,1.1,NTU
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,8,DISSOLVED OXYGEN,,6,6,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,7,Temperature,,30.5,30.5,Deg C
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,20,AMMONIA-N,,0.013,0.01,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.665,1.7,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,78,NITRATE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,1.76,1.8,ug/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.036,0.036,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,98,SALINITY,,42.7,42.7,PSU
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,19.338,19.3,mg/L
FLAB,FLAB12,FIU14470,9/15/1991,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14471,10/10/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,2.06,2.1,ug/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,12,TURBIDITY,,1.5,1.5,NTU
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.006,0.006,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,20,AMMONIA-N,,0.117,0.12,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.371,1.4,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.026,0.026,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,1.58,1.6,ug/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,78,NITRATE-N,,0.004,0.004,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,98,SALINITY,,38.7,38.7,PSU
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,19.75,19.8,mg/L
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,7,Temperature,,28.6,28.6,Deg C
FLAB,FLAB12,FIU14472,10/15/1991,SAMP,G,SA,8,DISSOLVED OXYGEN,,3.7,3.7,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,13.635,13.6,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,78,NITRATE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,0.58,0.6,ug/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,8,DISSOLVED OXYGEN,,4.15,4.15,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,98,SALINITY,,29.2,29.2,PSU
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,12,TURBIDITY,,0.79,0.8,NTU
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,19,NITRITE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.013,0.013,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,0.797,0.8,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,7,Temperature,,23.8,23.8,Deg C
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,20,AMMONIA-N,,0.538,0.54,mg/L
FLAB,FLAB12,FIU14473,11/15/1991,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.004,0.004,mg/L
FLAB,FLAB12,FIU14474,11/21/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,0.76,0.8,ug/L
FLAB,FLAB12,FIU14475,12/4/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,2.26,2.3,ug/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,12,TURBIDITY,,1.55,1.6,NTU
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,8,DISSOLVED OXYGEN,,7,7,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.131,1.1,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,78,NITRATE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.018,0.018,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,20,AMMONIA-N,,0.71,0.71,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,98,SALINITY,,27,27,PSU
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,61,CHLOROPHYLL-A,,1.74,1.7,ug/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,17.678,17.7,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14476,12/15/1991,SAMP,G,SA,7,Temperature,,24,24,Deg C
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,5.85,5.85,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,12,TURBIDITY,,1.7,1.7,NTU
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.023,0.023,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,2.61,2.6,ug/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,78,NITRATE-N,,0.004,0.004,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,98,SALINITY,,35.4,35.4,PSU
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,15.26,15.3,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.006,0.006,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,20,AMMONIA-N,,1.681,1.68,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,0.454,0.5,mg/L
FLAB,FLAB12,FIU14477,1/15/1992,SAMP,G,SA,7,Temperature,,21.9,21.9,Deg C
FLAB,FLAB12,FIU14478,2/11/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.9,1.9,ug/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,12,TURBIDITY,,1.585,1.6,NTU
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.017,0.017,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,19,NITRITE-N,,0.005,0.005,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,98,SALINITY,,35.8,35.8,PSU
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.5,6.5,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.46,1.5,ug/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,0.177,0.2,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,12.043,12,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,7,Temperature,,21.4,21.4,Deg C
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,78,NITRATE-N,,0.013,0.013,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.019,0.019,mg/L
FLAB,FLAB12,FIU14479,2/15/1992,SAMP,G,SA,20,AMMONIA-N,,1.512,1.51,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,8.3,8.3,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,7,Temperature,,25.9,25.9,Deg C
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.434,1.4,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,20,AMMONIA-N,,0.687,0.69,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,19,NITRITE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.008,0.008,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,12,TURBIDITY,,3.92,3.9,NTU
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,12.913,12.9,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,98,SALINITY,,38.8,38.8,PSU
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,78,NITRATE-N,,0.005,0.005,mg/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,0.85,0.8,ug/L
FLAB,FLAB12,FIU14480,3/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.02,0.02,mg/L
FLAB,FLAB12,FIU14481,3/19/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.11,1.1,ug/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.2,7.2,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,7,Temperature,,27.9,27.9,Deg C
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.013,0.013,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,0.8,0.8,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,20,AMMONIA-N,,0.706,0.71,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,19,NITRITE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.008,0.008,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,12,TURBIDITY,,1.275,1.3,NTU
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,13.23,13.2,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,98,SALINITY,,38.5,38.5,PSU
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,78,NITRATE-N,,0.005,0.005,mg/L
FLAB,FLAB12,FIU14482,4/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1,1,ug/L
FLAB,FLAB12,FIU14483,4/22/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.3,1.3,ug/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,6.45,6.45,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,7,Temperature,,26.6,26.6,Deg C
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.02,0.02,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.898,1.9,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,20,AMMONIA-N,,0.088,0.09,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.005,0.005,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,12,TURBIDITY,,2.075,2.1,NTU
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,15.785,15.8,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,98,SALINITY,,45.8,45.8,PSU
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,78,NITRATE-N,,0.003,0.003,mg/L
FLAB,FLAB12,FIU14484,5/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.26,1.3,ug/L
FLAB,FLAB12,FIU14485,5/20/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.64,1.6,ug/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,8.2,8.2,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,7,Temperature,,31.7,31.7,Deg C
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.024,0.024,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.238,1.2,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,20,AMMONIA-N,,0.182,0.18,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.004,0.004,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,12,TURBIDITY,,1.465,1.5,NTU
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,14.848,14.8,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,98,SALINITY,,42.8,42.8,PSU
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,78,NITRATE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14486,6/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.92,1.9,ug/L
FLAB,FLAB12,FIU14487,6/17/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,2.5,2.5,ug/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,8,DISSOLVED OXYGEN,,7.3,7.3,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,7,Temperature,,30.9,30.9,Deg C
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.021,0.021,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.152,1.2,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,20,AMMONIA-N,,0.027,0.03,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,5.61,5.6,ug/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,18,NITRATE+NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,12,TURBIDITY,,4.095,4.1,NTU
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,100,"CARBON, TOTAL ORGANIC",,14.678,14.7,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,98,SALINITY,,28.3,28.3,PSU
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,78,NITRATE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14488,7/15/1992,SAMP,G,SA,19,NITRITE-N,,0.002,0.002,mg/L
FLAB,FLAB12,FIU14489,8/12/1992,SAMP,G,SA,61,CHLOROPHYLL-A,,1.76,1.8,ug/L
FLAB,FLAB12,FIU14490,8/15/1992,SAMP,G,SA,7,Temperature,,30.4,30.4,Deg C
FLAB,FLAB12,FIU14490,8/15/1992,SAMP,G,SA,21,"KJELDAHL NITROGEN, TOTAL",,1.271,1.3,mg/L
FLAB,FLAB12,FIU14490,8/15/1992,SAMP,G,SA,20,AMMONIA-N,,0.011,0.01,mg/L
FLAB,FLAB12,FIU14490,8/15/1992,SAMP,G,SA,19,NITRITE-N,,0.001,0.001,mg/L
FLAB,FLAB12,FIU14490,8/15/1992,SAMP,G,SA,25,"PHOSPHATE, TOTAL AS P",,0.016,0.016,mg/L
FLAB,FLAB12,FIU14490,8/15/1992,SAMP,G,SA,12,TURBIDITY,,1.805,1.8,NTU
