station,sampleID,testNumber,parameter,collectDate,value,units,remarkCode,project,sampleType,programType,matrix,collectMethod,dataType,mdl,bdl,qualityCode,depth,depthUnits,dcsMeters,source,discharge,latitude,longitude,totalDepth,upDownStream,samplingPurpose,owner,sampleComment
FLAB14,FIU14979,7,Temperature,2/10/1993,18.9,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14980,7,Temperature,3/10/1993,20.8,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14981,7,Temperature,4/7/1993,23.3,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14982,7,Temperature,5/12/1993,24.6,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14983,7,Temperature,6/3/1993,29.1,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14984,7,Temperature,7/7/1993,32,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14985,7,Temperature,8/4/1993,29.5,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14986,7,Temperature,9/9/1993,30.7,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14987,7,Temperature,10/6/1993,26.9,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14988,7,Temperature,11/3/1993,20.2,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14989,7,Temperature,12/2/1993,20.7,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14990,7,Temperature,1/11/1994,20.2,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14991,7,Temperature,2/2/1994,18.6,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14992,7,Temperature,3/8/1994,22.9,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14993,7,Temperature,4/6/1994,25.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14994,7,Temperature,4/6/1994,25.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.8,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14995,7,Temperature,5/4/1994,29,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14996,7,Temperature,5/4/1994,29,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.8,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14997,7,Temperature,6/8/1994,29.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14998,7,Temperature,6/8/1994,29.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.8,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU14999,7,Temperature,7/7/1994,27.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15000,7,Temperature,7/7/1994,27.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.8,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15001,7,Temperature,8/4/1994,29.2,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15002,7,Temperature,8/4/1994,29.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15003,7,Temperature,9/14/1994,25.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15004,7,Temperature,9/14/1994,25.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15005,7,Temperature,10/5/1994,29,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15006,7,Temperature,10/5/1994,28.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15007,7,Temperature,11/2/1994,26,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15008,7,Temperature,11/2/1994,26,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15009,7,Temperature,11/22/1994,24.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15010,7,Temperature,11/22/1994,25.2,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15011,7,Temperature,12/1/1994,25.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15012,7,Temperature,12/1/1994,25.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15013,7,Temperature,1/5/1995,20.7,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15014,7,Temperature,1/5/1995,20.7,Degrees Celsius,,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15015,7,Temperature,2/2/1995,17.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15016,7,Temperature,2/2/1995,17.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15017,7,Temperature,3/1/1995,23.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15018,7,Temperature,3/1/1995,23.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15019,7,Temperature,4/19/1995,25.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15020,7,Temperature,4/19/1995,25.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15021,7,Temperature,5/24/1995,35.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15022,7,Temperature,5/24/1995,35.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15023,7,Temperature,6/21/1995,25.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15024,7,Temperature,6/21/1995,25.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15025,7,Temperature,7/12/1995,31.1,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15026,7,Temperature,7/12/1995,31.1,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15027,7,Temperature,8/11/1995,31.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15028,7,Temperature,8/11/1995,31.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15029,7,Temperature,9/6/1995,29,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15030,7,Temperature,9/6/1995,29.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15031,7,Temperature,10/22/1995,27.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15032,7,Temperature,10/22/1995,27.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15033,7,Temperature,11/17/1995,19.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15034,7,Temperature,11/17/1995,19.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15035,7,Temperature,12/14/1995,21.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15036,7,Temperature,12/14/1995,21.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15037,7,Temperature,1/23/1996,23.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15038,7,Temperature,1/23/1996,23.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15039,7,Temperature,2/12/1996,22.1,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15040,7,Temperature,2/12/1996,22.1,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15041,7,Temperature,3/22/1996,17.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15042,7,Temperature,3/22/1996,17.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15044,7,Temperature,4/25/1996,26.5,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15043,7,Temperature,4/25/1996,26.5,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15045,7,Temperature,5/10/1996,23.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15046,7,Temperature,5/10/1996,23.4,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15048,7,Temperature,6/6/1996,30.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15047,7,Temperature,6/6/1996,30.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15049,7,Temperature,7/4/1996,30.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15050,7,Temperature,7/4/1996,30.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15051,7,Temperature,8/22/1996,27.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15052,7,Temperature,8/22/1996,27.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15054,7,Temperature,9/14/1996,32.5,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15053,7,Temperature,9/14/1996,32.5,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15056,7,Temperature,10/15/1996,25,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15055,7,Temperature,10/15/1996,25,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15058,7,Temperature,11/7/1996,26.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15057,7,Temperature,11/7/1996,26.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15060,7,Temperature,12/6/1996,23.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15059,7,Temperature,12/6/1996,24.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15061,7,Temperature,1/8/1997,23.7,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15062,7,Temperature,1/8/1997,23.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15063,7,Temperature,2/15/1997,26.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15064,7,Temperature,2/15/1997,26.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15065,7,Temperature,3/12/1997,27.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15066,7,Temperature,3/12/1997,27.8,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15067,7,Temperature,4/16/1997,26.5,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15068,7,Temperature,4/16/1997,26.5,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15069,7,Temperature,5/22/1997,33.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15070,7,Temperature,5/22/1997,33.9,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15071,7,Temperature,6/12/1997,29.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15072,7,Temperature,6/12/1997,29.6,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.9,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
FLAB14,FIU15074,7,Temperature,8/20/1997,33.3,Degrees Celsius,D,FLAB,SAMP,MON,SA,G,TEMP,,N,A,0.1,,,FIU,0,25.1504805,-80.8092194,,,,FIU,
