station,project,collectDate,sampleType,programType,matrix,collectMethod,firstTriggerDate,depth,depthUnits,testNumber,parameter,dataType,value,remarkCode,flag,sigFigValue,uncertainty,dilution,mdl,pql,rdl,units,nDec,bdl,qualityCode,sampleID,upDownStream,discharge,weatherCode,collectionSpan,dcsMeters,totalDepth,upperDepth,lowerDepth,latitude,longitude,collectionAgency,workLab,source,owner,validator,validationLevel,samplingPurpose,dataInvestigation,receiveDate,LIMSNumber,measureDate,method,filtrationDate,storetCode,sampleComment,resultComment
FLAB17,FLAB,2/10/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.4,,,6.4,,,,,,mg/L,2,N,A,FIU15705,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,3/10/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.7,,,5.7,,,,,,mg/L,2,N,A,FIU15706,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/7/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.5,,,5.5,,,,,,mg/L,2,N,A,FIU15707,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/12/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.4,,,5.4,,,,,,mg/L,2,N,A,FIU15708,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/3/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,4.8,,,4.8,,,,,,mg/L,2,N,A,FIU15709,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/7/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.1,,,5.1,,,,,,mg/L,2,N,A,FIU15710,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/4/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5,,,5,,,,,,mg/L,2,N,A,FIU15711,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/9/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,4.2,,,4.2,,,,,,mg/L,2,N,A,FIU15712,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/6/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.7,,,5.7,,,,,,mg/L,2,N,A,FIU15713,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/3/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.5,,,6.5,,,,,,mg/L,2,N,A,FIU15714,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/2/93,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.4,,,6.4,,,,,,mg/L,2,N,A,FIU15715,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,1/11/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.8,,,6.8,,,,,,mg/L,2,N,A,FIU15716,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,2/2/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.5,,,6.5,,,,,,mg/L,2,N,A,FIU15717,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,3/8/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.8,,,6.8,,,,,,mg/L,2,N,A,FIU15718,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/6/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.1,D,,6.1,,,,,,mg/L,2,N,A,FIU15719,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/6/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.8,D,,5.8,,,,,,mg/L,2,N,A,FIU15720,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/4/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,4.8,D,,4.8,,,,,,mg/L,2,N,A,FIU15722,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/4/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,4.8,D,,4.8,,,,,,mg/L,2,N,A,FIU15721,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/8/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.4,D,,6.4,,,,,,mg/L,2,N,A,FIU15724,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/8/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.2,D,,6.2,,,,,,mg/L,2,N,A,FIU15723,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/7/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.4,D,,5.4,,,,,,mg/L,2,N,A,FIU15726,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/7/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.4,D,,5.4,,,,,,mg/L,2,N,A,FIU15725,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/4/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5,D,,5,,,,,,mg/L,2,N,A,FIU15727,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/4/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,4.8,D,,4.8,,,,,,mg/L,2,N,A,FIU15728,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/14/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.4,D,,5.4,,,,,,mg/L,2,N,A,FIU15730,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/14/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.1,D,,5.1,,,,,,mg/L,2,N,A,FIU15729,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/5/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.2,D,,5.2,,,,,,mg/L,2,N,A,FIU15731,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/5/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.1,D,,5.1,,,,,,mg/L,2,N,A,FIU15732,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/2/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.2,D,,6.2,,,,,,mg/L,2,N,A,FIU15733,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/2/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.3,D,,5.3,,,,,,mg/L,2,N,A,FIU15734,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/22/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,7.2,D,,7.2,,,,,,mg/L,2,N,A,FIU15736,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/22/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,7.7,D,,7.7,,,,,,mg/L,2,N,A,FIU15735,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/1/94,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.2,D,,6.2,,,,,,mg/L,2,N,A,FIU15738,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/1/94,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.2,D,,6.2,,,,,,mg/L,2,N,A,FIU15737,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,1/5/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.8,,,6.8,,,,,,mg/L,2,N,A,FIU15740,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,1/5/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.9,,,6.9,,,,,,mg/L,2,N,A,FIU15739,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,2/2/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,8.6,D,,8.6,,,,,,mg/L,2,N,A,FIU15741,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,2/2/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,9,D,,9,,,,,,mg/L,2,N,A,FIU15742,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,3/1/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.2,D,,6.2,,,,,,mg/L,2,N,A,FIU15743,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,3/1/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.1,D,,6.1,,,,,,mg/L,2,N,A,FIU15744,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/19/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6,D,,6,,,,,,mg/L,2,N,A,FIU15746,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/19/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6,D,,6,,,,,,mg/L,2,N,A,FIU15745,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/24/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.5,D,,6.5,,,,,,mg/L,2,N,A,FIU15748,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/24/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.6,D,,6.6,,,,,,mg/L,2,N,A,FIU15747,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/21/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.1,D,,6.1,,,,,,mg/L,2,N,A,FIU15749,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/21/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.1,D,,6.1,,,,,,mg/L,2,N,A,FIU15750,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/12/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.4,D,,5.4,,,,,,mg/L,2,N,A,FIU15751,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/12/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.3,D,,5.3,,,,,,mg/L,2,N,A,FIU15752,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/11/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5,D,,5,,,,,,mg/L,2,N,A,FIU15753,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/11/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5,D,,5,,,,,,mg/L,2,N,A,FIU15754,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/6/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.1,D,,5.1,,,,,,mg/L,2,N,A,FIU15756,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/6/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.1,D,,5.1,,,,,,mg/L,2,N,A,FIU15755,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/22/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6,D,,6,,,,,,mg/L,2,N,A,FIU15757,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/22/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6,D,,6,,,,,,mg/L,2,N,A,FIU15758,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/17/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,9.3,D,,9.3,,,,,,mg/L,2,N,A,FIU15759,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/17/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,9.6,D,,9.6,,,,,,mg/L,2,N,A,FIU15760,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/14/95,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.1,D,,6.1,,,,,,mg/L,2,N,A,FIU15762,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/14/95,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.9,D,,5.9,,,,,,mg/L,2,N,A,FIU15761,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,1/23/96,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,7.2,D,,7.2,,,,,,mg/L,2,N,A,FIU15763,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,1/23/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,7.1,D,,7.1,,,,,,mg/L,2,N,A,FIU15764,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,2/12/96,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,7.4,D,,7.4,,,,,,mg/L,2,N,A,FIU15765,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,2/12/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,7.3,D,,7.3,,,,,,mg/L,2,N,A,FIU15766,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,3/22/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,8.6,D,,8.6,,,,,,mg/L,2,N,A,FIU15768,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,3/22/96,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,8.3,D,,8.3,,,,,,mg/L,2,N,A,FIU15767,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/25/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.4,D,,5.4,,,,,,mg/L,2,N,A,FIU15770,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,4/25/96,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,5.3,D,,5.3,,,,,,mg/L,2,N,A,FIU15769,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/10/96,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6,D,,6,,,,,,mg/L,2,N,A,FIU15771,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,5/10/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6,D,,6,,,,,,mg/L,2,N,A,FIU15772,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/6/96,SAMP,MON,SA,G,,0,,8,DISSOLVED OXYGEN,DO,6.4,D,,6.4,,,,,,mg/L,2,N,A,FIU15773,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,6/6/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.5,D,,6.5,,,,,,mg/L,2,N,A,FIU15774,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/5/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.3,D,,5.3,,,,,,mg/L,2,N,A,FIU15776,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,7/5/96,SAMP,MON,SA,G,,0.1,,8,DISSOLVED OXYGEN,DO,5.4,D,,5.4,,,,,,mg/L,2,N,A,FIU15775,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/22/96,SAMP,MON,SA,G,,0.1,,8,DISSOLVED OXYGEN,DO,5,D,,5,,,,,,mg/L,2,N,A,FIU15777,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,8/22/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,4.9,D,,4.9,,,,,,mg/L,2,N,A,FIU15778,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/14/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,5.3,D,,5.3,,,,,,mg/L,2,N,A,FIU15780,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,9/14/96,SAMP,MON,SA,G,,0.1,,8,DISSOLVED OXYGEN,DO,5.2,D,,5.2,,,,,,mg/L,2,N,A,FIU15779,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/15/96,SAMP,MON,SA,G,,0.1,,8,DISSOLVED OXYGEN,DO,6.3,D,,6.3,,,,,,mg/L,2,N,A,FIU15781,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,10/15/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.3,D,,6.3,,,,,,mg/L,2,N,A,FIU15782,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/7/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.6,D,,6.6,,,,,,mg/L,2,N,A,FIU15784,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,11/7/96,SAMP,MON,SA,G,,0.1,,8,DISSOLVED OXYGEN,DO,6.6,D,,6.6,,,,,,mg/L,2,N,A,FIU15783,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/6/96,SAMP,MON,SA,G,,0.1,,8,DISSOLVED OXYGEN,DO,6.6,D,,6.6,,,,,,mg/L,2,N,A,FIU15785,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
FLAB17,FLAB,12/6/96,SAMP,MON,SA,G,,1.8,,8,DISSOLVED OXYGEN,DO,6.5,D,,6.5,,,,,,mg/L,2,N,A,FIU15786,,0,0,,,,,,25.042469,80.914819,,,FIU,FIU,,,,,,,,,,,,
